candidate,objective_J,C0_star,mean_IS,mean_variable_payment,mean_agent_YT,mean_terminal_inventory,mean_clip_count,hjb_seconds,mc_seconds,beta_0,beta_1,beta_2
88,27.29552158394877,0.0,27.291783826780545,107.29178382678055,17.07895044870325,0.27131313131313123,0.0,14.951667200017255,0.294181999983266,1.5,1.0,1.5
104,27.67439165105189,0.0,27.67103456206804,107.67103456206806,16.98266167574656,0.28198653198653195,0.0,14.578170599997975,0.2933945000404492,2.0,0.0,2.0
92,29.021965166059218,0.0,29.018329997288784,109.0183299972888,11.481992330895293,0.3713131313131313,0.0,14.826308300020173,0.31670410005608574,1.5,1.5,1.0
108,29.551375511201073,0.0,29.547999426935203,109.54799942693518,23.85462269297005,0.18922558922558907,0.0,14.930063100007828,0.2883758000098169,2.0,0.5,1.5
96,30.86740436998805,0.0,30.863763697137667,110.86376369713767,26.904979685261114,0.13158249158249152,0.0,14.546405899978708,0.2965009000035934,1.5,2.0,0.5
112,31.250458000449257,0.0,31.247202601883703,111.24720260188371,15.366351389527493,0.35562289562289556,0.0,15.053523600043263,0.2952732999692671,2.0,1.0,1.0
116,33.102451319096545,0.0,33.09932364541309,113.0993236454131,31.110014617870085,0.04643097643097642,0.0,14.601789599983022,0.29174010001588613,2.0,1.5,0.5
49,34.21833517490073,0.0,34.212523554832444,114.21252355483244,18.675178519228872,0.3244107744107743,0.0,14.826408500026446,0.30136409995611757,0.5,2.0,2.0
120,34.84764119625909,0.0,34.84453041702839,114.8445304170284,32.731130949951805,0.060976430976430886,0.0,14.03022170002805,0.2923663000110537,2.0,2.0,0.0
69,36.55797675962354,0.0,36.55251493885059,116.5525149388506,29.83213485980494,0.1799999999999999,0.0,14.2090298999683,0.2920454000122845,1.0,1.5,2.0
73,38.35339459697424,0.0,38.34802842364645,118.34802842364647,30.01589545262763,0.2204040404040404,0.0,14.631973000010476,0.2918815999873914,1.0,2.0,1.5
89,38.64039751155106,0.0,38.63557198122314,118.63557198122314,21.684475957291156,0.3618518518518519,0.0,14.790086299995892,0.3257511999690905,1.5,1.0,2.0
93,40.612404195693784,0.0,40.60744646344471,120.6074464634447,33.506834444292714,0.20942760942760932,0.0,15.613928600039799,0.3068364000064321,1.5,1.5,1.5
109,40.98074230796256,0.0,40.97617714901934,120.97617714901935,33.38792299536201,0.22454545454545438,0.0,14.746351999987382,0.29224739997880533,2.0,0.5,2.0
97,42.33701378762342,0.0,42.33222537141418,122.33222537141417,28.497239514805333,0.32508417508417503,0.0,14.895977500011213,0.29365649999817833,1.5,2.0,1.0
113,42.71968739239158,0.0,42.7152837697629,122.7152837697629,28.556494266583954,0.3330639730639732,0.0,14.696739699982572,0.2906008000136353,2.0,1.0,1.5
117,44.53942630894535,0.0,44.535144632722094,124.5351446327221,31.069994302837465,0.3256902356902356,0.0,14.924169799953233,0.29066530003910884,2.0,1.5,1.0
121,46.31100060208573,0.0,46.30687956036083,126.30687956036083,43.514414948116745,0.09585858585858573,0.0,14.648573599988595,0.2921403999789618,2.0,2.0,0.5
74,49.868373823179496,0.0,49.86147885240013,129.86147885240013,44.59214697421983,0.12939393939393937,0.0,14.400401299993973,0.29450249997898936,1.0,2.0,2.0
94,51.9352199405742,0.0,51.929070256285414,131.9290702562854,38.61007494937256,0.31134680134680137,0.0,14.681310300016776,0.3174258999642916,1.5,1.5,2.0
98,53.72446379528108,0.0,53.71840065374657,133.71840065374658,37.62208759965913,0.34996632996633,0.0,14.77107590000378,0.29006359999766573,1.5,2.0,1.5
114,54.120083902707194,0.0,54.11442296245552,134.11442296245554,38.004825860400885,0.3535353535353534,0.0,14.124831199995242,0.29364629997871816,2.0,1.0,2.0
118,56.03444627930912,0.0,56.028740064384294,136.02874006438427,45.8035703146191,0.27262626262626266,0.0,13.704894199967384,0.2916480000130832,2.0,1.5,1.5
122,57.82544336801067,0.0,57.819893208249525,137.81989320824954,45.50320290613436,0.3078114478114477,0.0,15.146673500014003,0.2913008999894373,2.0,2.0,1.0
99,65.24597798083187,0.0,65.23832692798615,145.23832692798615,55.46164938859893,0.25074074074074076,0.0,14.885176400013734,0.2908593000029214,1.5,2.0,2.0
119,67.50873662840874,0.0,67.50154494530643,147.50154494530642,58.54474631443717,0.248047138047138,0.0,15.19432800001232,0.29217380000045523,2.0,1.5,2.0
123,69.18205670583359,0.0,69.17506707260975,149.17506707260972,51.59120216300378,0.371952861952862,0.0,14.702381099981721,0.292732400004752,2.0,2.0,1.5
124,80.7716383669748,0.0,80.76314367995982,160.76314367995982,72.17050774946111,0.22848484848484843,0.0,14.769191199971829,0.2932996000163257,2.0,2.0,2.0
